Name,Type,Sub_Type,Faction,Prefixes,Suffixes,Food_Cost,Wood_Cost,Gold_Cost,Favor_Cost,Pop_Cost,Training_Time,Buildpoints,Hitpoints,Line_of_Sight,Attack_Type,Rate_of_fire,Bonus_Multiplier,Maximum_range,Hack_Damage,Pierce_Damage,Divine_Damage,Crush_Damage,Hack_Armor,Pierce_Armor,Crush_Armor,Velocity,Focus,Description,God_Of
li jing (hero),unit,,,,,,200,300,8,4,30,,300,24,Ranged Attack,1.4, MythUnit:  4.00,20,,14,,,30,35,99,4.5,,"Ranged hero who uses his Golden Pagoda to trap enemy units. Good against everything, but especially myth units. Collects Relics.",
llama caravan,unit,,,,,100,25,,,1,18,,115,16,,,,,,,,,30,30,99,3.8,,Task the Caravan on any Town Center to collect Gold and return it to your Market. Longer routes produce more Gold.,
longboat,unit,,,,,,100,50,,3,16,,290,20,Ranged Attack,1.5,,15,,9,,,50,30,5,5.5,,Arrow ship. Good against close-combat ships. Can transport units.,
louchuan,unit,,,,,,100,50,,2,12,,250,24,Ranged Attack,2, AbstractArcherShip:  2.00,20,,2,,4,10,60,10,4.8,,Siege ship. Good against arrow ships and buildings.,
lykaon villager,unit,,,,,,80,100,15,2,20,,55,14,Ranged Attack,2,,12,,12,,,25,35,99,,,,
lykaon,unit,,,,,,80,100,15,2,20 ee,,350,18,Melee Attack,1," MythUnit:  2.00,  Hero:  0.50,  AbstractCavalry:  1.50",0.5,20,,,,60,35,99,,,and herdables. Transforms when in combat.,
man o' war,unit,,,,,250,,,15,4,10,,900,16,,,,,,,,,50,70,80,6,,Myth unit. Ability to fire chain lightning attacks. Good against ships and human soldiers.,
manticore,unit,,,,,,250,,25,4,17,,420,18,Ranged Attack,1," MythUnit:  3.00,  Hero:  0.25",16,,11,,,30,60,80,4.6,,Ranged myth unit that fires a volley of spines from its tail. Good against human soldiers.,
maquizcoatl,unit,,,,,,160,,12,3,,,350,16,Melee Attack,1.5," MythUnit:  3.00,  Hero:  0.50",1,18,,,,45,50,80,4.50 i,,scorches enemies. Good against human soldiers.,
masterless sword,unit,,,,,,,,,0,,,15,12,Melee Attack,1.5," MythUnit:  2.00,  Hero:  0.50",1,50,,,,20,30,80,4,,"A Samurai's sword, left behind after it perished. Can attack one final time.",
mechanical ox caravan,unit,,,,,100,25,,,1,18,,115,16,,,,,,,,,30,30,99,3.8,,Task the Caravan on any Town Center to collect Gold and return it to your Market. Longer routes produce more Gold.,
medusa,unit,,,,,,250,,24,4,20,,500,16,Ranged Attack,1.7," MythUnit:  2.00,  Hero:  0.25",16,,35,,5,60,70,80,4.3,,Ranged myth unit that petrifies most units at range. Good against human soldiers.,
mengchong,unit,,,,,,100,50,,2,16,,320,16,Melee Attack,1.5,,2,25,,,,30,10,50,7,,Close-combat ship. Good against siege ships.,
mercenary cavalry,unit,,,,,,,120,,0,2,,160,12,Melee Attack,1, AbstractArcher:  1.50,0.75,8,,,,20,35,99,5.3,,"Mercenaries train quickly, but are expensive and only last a short time. Good against ranged soldiers.",
mercenary,unit,,,,,,,90,,0,1,,90,16,Melee Attack,1," AbstractCavalry:  1.50,  Building:  1.60",0.75,7,,,,35,15,99,4.3,,"Mercenaries train quickly, but are expensive and only last a short time. Good against cavalry.",
miko (hero),unit,,,,,50,,,,1,12,,50,16,Melee Attack,2, MythUnit:  10.00,0.5,8,,,,25,35,99,3.8,,Priestess that can build Shrines and work at them to earn Favor. Heals allies.,
militia,unit,,,,,70,,,,1,,,100,20,Melee Attack,1," AbstractCavalry:  1.50,  Building:  1.60",0.75,5,,,,30,20,99,4.8,,Infantry. Appear when Poseidon's buildings are destroyed to defend his town.,
minion reincarnated,unit,,,,,,,50,10,0,,,140,16,Melee Attack,0.9, Hero:  0.25,0.5,9,,,,35,40,80,4.75,,Myth unit. Fallen soldiers that decay after a short time. Good against human soldiers.,
minion,unit,,,,,,,50,10,0,,,140,16,Melee Attack,0.9, Hero:  0.25,0.5,9,,,,35,40,80,4.75,,Myth unit. Fallen soldiers that decay after a short time. Good against human soldiers.,
minotaur,unit,,,,,,,180,15,3,20,,320,16,Melee Attack,1.1," MythUnit:  2.00,  Hero:  0.50",1,17,,,,60,50,80,4.5,,Myth unit with a gore attack that sends units flying. Good against human soldiers.,
mountain giant,unit,,,,,250,,,25,4,17,,1200,16,Melee Attack,1.3, Hero:  0.50,1,26,,,40,50,40,80,3.2,,Siege myth unit. A massive thug who crushes smaller units and smashes buildings with his club. Good against buildings; decent against human soldiers.,
mummy,unit,,,,,,275,,25,4,17,,450,16,Ranged Attack,1.7," MythUnit:  3.00,  Hero:  0.25",12,,30,,,35,50,80,4,,"Myth unit. Undead Pharaohs that can curse enemy units, converting them into Minions if they fall. Good against human soldiers.",
murmillo (hero),unit,,,,,95,,55,2,2,,,125,18,Melee Attack,0.8," MythUnit:  5.50,  Building:  1.60",0.5,7.5,,,,40,10,99,4.8,,"Infantry, Hero. Good against myth units.",
murmillo,unit,,,,,55,,30,,2,14,,110,16,Melee Attack,0.8, Building:  1.60,0.5,7,,,,40,10,99,4.5,,Infantry. Good in melee combat.,
myrmidon,unit,,,,,70,,50,,3,6,,150,16,Melee Attack,1.4, Building:  1.60,0.5,,,10,,40,20,99,4.3,,"Infantry of Zeus. Deals divine damage, which ignores standard armor values. Benefits from infantry improvements.",
naginata rider,unit,,,,,45,,70,,3,15,,140,12,Melee Attack,1, AbstractArcher:  1.75,0.75,9,,,,20,50,99,6,,Cavalry. Good against ranged soldiers.,
nemean lion,unit,,,,,,,250,22,3,20,,660,16,Melee Attack,1.1," MythUnit:  3.00,  Hero:  0.50",1,22,,,14,30,60,80,4.8,,Myth unit whose roar causes damage to all enemies in the area. Good against human soldiers.,
nereid,unit,,,,,,,200,15,2,12,,600,16,Melee Attack,1," MythUnit:  2.00,  Hero:  0.50",1,25,,,,30,50,80,5,,Myth unit. Good against other water myth units.,
nezha (child) (hero),unit,,,,,,100,50,,2,16,,320,16,Melee Attack,1.5,,2,25,,,,30,10,50,7,,"Hero. Good against everything, but especially myth units. Collects Relics. Nezha's combat ability increases through the Ages.",
nezha (hero),unit,,,,,,,450,5,0,15,,400,22,Melee Attack,1.2, MythUnit:  6.50,1,15,,,,30,30,99,5,,"Hero. Good against everything, but especially myth units. Collects Relics. Nezha's combat ability increases through the Ages.",
nezha (youth) (hero),unit,,,,,,,300,5,0,10,,300,18,Melee Attack,1.2, MythUnit:  6.50,0.75,12,,,,30,30,99,5,,"Hero. Good against everything, but especially myth units. Collects Relics. Nezha's combat ability increases through the Ages.",
nidhogg,god_power,,,,,,,,,0,,,2800,40,Ranged Attack,2, Hero:  0.10,4,40,,,50,50,50,80,4.3,,Myth unit. The fire-breathing dragon that lives beneath the roots of the world. He can only be attacked by ranged units. Good against everything.,
obsidian butterfly,unit,,,,,,225,,20,3,16,,560,16,Melee Attack,1.2," MythUnit:  3.00,  Hero:  0.25",0.5,30,,,,45,65,80,,,hover over water. Good against human soldiers.,
ocelotl warrior,unit,,,,,70,,60,,3,17,,155,16,Melee Attack,1.6, Building:  1.00,0.5,20,,,,35,15,99,,,#NAME?,
odysseus (hero),unit,,,,,,250,100,4,2,25,,350,20,Ranged Attack,1.2, MythUnit:  6.50,18,,11,,,25,35,99,4.3,,Hero. Has a ranged attack that is good against myth units.,
oni,unit,,,,,300,,,20,4,15,,1100,16,Melee Attack,2.5," MythUnit:  2.00,  Hero:  0.50",1,40,,,60,40,50,80,3.5,,Siege myth unit. Giant that can enter a rampaging berserk state. Good against buildings and decent against human soldiers.,
onmoraki,unit,,,,,,250,,30,4,24,,550,20,Ranged Attack,1," MythUnit:  2.00,  Hero:  0.25",12,,40,,,45,55,80,4.2,,Ranged myth unit. Attacks units from the air. Can only be attacked by ranged units. Good against human soldiers.,
onmyoji (hero),unit,,,,,,,250,5,3,18,,120,22,Ranged Attack,1.5, MythUnit:  3.00,14,,,6,60,5,30,99,3.8,,Devastating sorcerer hero capable of powerful magic. Strong against buildings and myth units. Can heal allies.,
onna-musha (hero),unit,,,,,130,,90,2,4,25,,200,16,Melee Attack,1.5," MythUnit:  6.00,  Building:  1.60",0.75,16,,,,45,20,99,4.3,,,
oracle (hero),unit,,,,,30,,45,1,1,12,,105,3,Melee Attack,1.5, MythUnit:  6.00,0.5,0.9,,,,20,50,99,4.2,,Scout hero whose line of sight grows when immobile. Generates Favor faster than normal Oracles.,
oracle,tech,,,,,40,75,60,10,1,30,,90,3,Melee Attack,1.5,,,,,,,15,45,99,3.5,,,
orpheus (hero),unit,,,,,100,50,,,2,5:00 AM,,180,16,Ranged Attack,1.2, MythUnit:  9.00,12,,12.25,,,35,40,99,,,more effective against Myth units. Collects Relics.,
otontin smasher,unit,,,,,,120,80,,4,12 =,,270,16,Melee Attack,1.4, Building:  8.00,1,11,,,,20,65,99,,,,
ox caravan,unit,,,,,100,25,,,1,18,,115,16,,,,,,,,,30,30,99,3.8,,Task the Caravan on any Town Center to collect Gold and return it to your Market. Longer routes produce more Gold.,
ox cart,unit,,,,,50,50,,,0,,,120,6,,,,,,,,,30,40,99,3.8,,"Norse mobile drop site for Food, Gold, and Wood.",
oyumi,unit,,,,,,200,75,,3,15,,105,34,Wall Breaching,3, Ship:  2.50,24,,25,,125,20,90,85,2.4,,"Ranged siege weapon. Strong against units and ships, decent against buildings.",
peasant,unit,,,,,40,,,,1,18,,50,14,Ranged Attack,2,,12,,12,,,25,35,99,3.8,,Chinese Peasants gather resources and construct buildings.,
pegasus,unit,,,,,50,,,2,2,6,,100,18,,,,,,,,,50,50,80,5,,"Myth unit. Flying scout with no attack, but can only be attacked by ranged units.",
peltast,unit,,,,,,70,25,,2,10,,65,20,Ranged Attack,1.5, AbstractArcher:  4.00,18,,5,,,10,40,99,4,,Counter to ranged soldiers. Ranged soldier only good against other ranged soldiers.,
pentekonter,unit,,,,,,100,50,,3,16,,335,16,Melee Attack,1.5,,2,25,,,,30,10,50,7,,Close-combat ship. Good against siege ships.,
perseus (hero),unit,,,,,,,400,6,4,30,,480,16,Melee Attack,1.5, MythUnit:  7.00,0.75,18,,9,,20,40,99,4.3,,"Tiryns and Mycenae, establishing a family whose descendants included Heracles.",
petrobolos,unit,,,,,,125,150,,3,15,,110,36,Wall Breaching,4, Ship:  2.50,,,10,,55,30,90,85,2.4,,Ranged siege weapon. Good against buildings and ships.,
petsuchos,unit,,,,,,,200,15,3,20,,480,22,,,,,,,,,40,45,80,3.6,,Myth unit. A bejeweled crocodile that fires a focused ray of sunlight. Good against human soldiers.,
pharaoh (hero) (new kingdom),unit,,,,,,,,,0,,,100,16,Ranged Attack,1, MythUnit:  2.50,3,,12,,,15,30,99,4,,"Hero who empowers buildings, heals units, collects Relics, and has a ranged attack that is strong against myth units. A successor will replace him if he dies.",
pharaoh (hero),unit,,,,,,,,,0,,,100,18,Ranged Attack,1, MythUnit:  2.50,3,,1.2,,,15,30,99,4,,"Hero who empowers buildings, heals units, collects Relics, and has a ranged attack that is strong against myth units. A successor will replace him if he dies.",
phoenix,unit,,,,,,,200,25,4,6,,500,16,Ranged Attack,2.7," MythUnit:  2.00,  Hero:  0.25",4,50,,,65,15,55,80,4.5,,Myth unit. Breathes fire from the air and can only be attacked by ranged units. Can re-hatch from an egg if killed.,
pillar of talocan,unit,,,,,,,,,,,,2800,25,Ranged Attack,2," MythUnit:  2.00,  Hero:  0.25,  AbstractVillager:  O.50",20,40,,20,,40,90,20,Immoveable,,,
pioneer (hero),unit,,,,,,75,30,,2,12,,90,12,Ranged Attack,1.5, MythUnit:  11.00,4,,0.5,,,15,30,99,4,,"Ranged Soldier, Hero. Uses Sky Lanterns to scout. Decent against myth units.",
pixiu,unit,,,,,150,50,,5,1,20,,180,16,,,,,,,,,45,45,80,3.8,,Myth unit. Task Pixiu on any Town Center to collect Gold and return it to your Market. Longer routes produce more Gold.,
pochtecatl caravan,unit,,,,,100,25,,,1,18,,115,16,,,,,,,,,30,30,99,,,return it to your Market. Longer routes produce more Gold.,
polyphemus (hero),unit,,,,,,,400,6,4,30,,700,20,Melee Attack,1.5, MythUnit:  4.00,0.75,25,,,15,40,40,99,4.1,,Cyclops Hero with a powerful area attack. Good against myth units. Switches to a ranged attack to fight flying units. Collects Relics.,
portable ram,unit,,,,,,125,125,,3,13,,275,14,Wall Breaching,1,,2,5,,,60,10,90,85,3.5,,Siege weapon. These soldiers carry a ram to knock down walls or other buildings.,
priest (hero),unit,,,,,,,100,,2,10,,80,12,Ranged Attack,0.8, MythUnit:  5.00,5,,0.5,,,10,1,99,3.6,,"Hero. Has a ranged attack that is strong against myth units, heals allied units, and constructs Obelisks. Priests' combat ability increases in later ages.",
prodromos,unit,,,,,70,,40,,3,12,,145,16,Melee Attack,1.3, AbstractCavalry:  3.50,1,8,,,,20,10,99,6,,Counter cavalry. Cavalry only good against other cavalry.,
promethean offspring,unit,,,,,45,,,4,1,,,80,12,Melee Attack,1.1," MythUnit:  1.50,  Hero:  0.50",0.5,6,,,3,15,35,80,5.5,,"Promethean Offspring are not as tough as Prometheans, but their small size makes them harder to hit with missiles. They make decent scouts, but are very vulnerable to heroes.",
promethean,god_power,,,,,90,,,9,2,14,,175,16,Melee Attack,1.1," MythUnit:  3.00,  Hero:  0.50",0.75,12,,,6,55,25,80,4.3,,Myth unit. Men of clay that divide in two when killed. Good against human soldiers.,
qilin,unit,,,,,220,,,18,3,16,,290,16,Melee Attack,1.2," MythUnit:  3.00,  Hero:  0.25",1,12,,,,35,60,80,5.3,,Myth unit. Heals nearby units. Good against human soldiers and other myth units.,
qinglong,unit,,,,,,325,,26,4,15,,600,18,Charged Ranged Attack,2.4," MythUnit:  2.00,  Hero:  0.25",12,,35,,,35,55,80,4.3,,"The Azure Dragon, known as Qinglong in Chinese mythology, represents the direction of the East and the spring season. Alongside Baihu, Qinglong is also considered one of the protection deities in Chinese mythology.",
qiongqi (air),unit,,,,,,,200,15,3,18,,400,16,,,,,,,,,45,55,80,5,,"Myth unit. Qiongqi in flight mode. Cannot attack, but can only be attacked by ranged units.",
qiongqi,unit,,,,,,,200,15,3,18,,400,16,Melee Attack,1," MythUnit:  2.00,  Hero:  0.50",1,16,,,6,45,55,80,5,,Myth unit that can take flight. Good against human soldiers.,
quimichin spy,unit,,,,,,30,15,,1,4,,75,22,Ranged Attack,1.3,,4,,2,,,5,45,99,,,immobile. Good for exploring but weak in combat.,
quinametzin,unit,,,,,,,300,10,4,20 eee,,500,32,Wall Breaching,3," MythUnit:  2.00,  Hero:  0.25",28,,15,,150,15,80,80,,,,
raiding cavalry,unit,,,,,40,,50,,2,10,,105,12,Melee Attack,1, AbstractArcher:  1.75,0.75,8,,,,20,40,99,6,,Counter to ranged soldiers. Cavalry only good against ranged soldiers and siege engines.,
raiju,unit,,,,,,,220,20,3,14,,700,16,Melee Attack,1," MythUnit:  2.00,  Hero:  0.25",0.5,24,,,,45,50,80,5.5,,Myth unit. A lightning wolf that stuns enemies with electrical attacks. Good against human soldiers.,
ramming-galley,unit,,,,,,90,45,,3,16,,320,16,Melee Attack,1.5,,2,25,,,,30,10,50,7,,,
ramming-wasen,unit,,,,,,100,50,,3,16,,320,16,Melee Attack,1.5,,2,25,,,,30,10,50,7.4,,,
revenant shimigami,unit,,,,,,275,,25,3,15,,450,16,Charged Ranged Attack,3.3,,8,,,40,,35,50,80,4.8,,"Myth unit. An undead spirit that shoots lightning at enemies and respawns when defeated, becoming more powerful. Good against human soldiers.",
rhinoceros of set,unit,,,,,,,,9,2,6:00 AM,,135,14,Melee Attack,1.1, Building:  O.50,0.5,0.8,,,,30,40,99,4.00 EEE,,worshipers. Good against human soldiers.,
roc,unit,,,,,,,100,5,3,14,,700,16,,,,,,,,,,25,80,5.3,,Polo tells of rocs from Madagascar and how an envoy from there presented a huge roc feather to the Chinese court. A very large flightless bird may actually have survived on the island until the 16th century before going extinct.,
rock giant,unit,,,,,,260,,24,4,14,,850,16,Melee Attack,3.5, Hero:  0.50,1,50,,,36,60,75,40,3.2,,Myth unit. Primordial damage-absorbing giant with rock-solid durability. Good against human soldiers and buildings.,
sage (hero),unit,,,,,100,,150,5,3,20,,110,20,Ranged Attack,1, MythUnit:  4.00,13,,3,2,,5,25,99,3.6,,Intelligent ranged hero who specifically targets myth units by itself. Can heal allied units and summon mirror images of enemy myth units. Collects Relics.,
samurai,unit,,,,,105,,75,,4,20,,190,16,Melee Attack,1.2," AbstractInfantry:  1.50,  Building:  1.60",0.5,16,,,,40,15,99,4.2,,Expensive but durable infantry. Good against whatever it can reach.,
satyr,unit,,,,,,250,,20,3,15,,400,20,Ranged Attack,1," MythUnit:  3.00,  Hero:  0.25",18,,20,,,50,50,80,3.75,,Ranged myth unit. Can throw powerful piercing spears. Good against human soldiers.,
scarab,unit,,,,,240,,,18,4,20,,900,16,Melee Attack,1.5," MythUnit:  2.00,  Hero:  0.50",1,15,,,95,5,75,80,3.2,,Diet -- most eat dung. Sekhmet's scarabs eat buildings.,
scorpion man,unit,,,,,,200,,24,3,20,,550,16,Melee Attack,1.2," MythUnit:  3.00,  Hero:  0.50",1,30,,,,50,40,80,5,,Myth unit. Poisons enemy units with its venomous tail. Good against human soldiers.,
scylla,unit,,,,,,,200,20,4,15,,800,16,Melee Attack,1.5," MythUnit:  1.50,  Hero:  0.50",2,30,,,15,40,65,80,5.3,,Myth unit that grows heads as it fights enemy units. Good against human soldiers and ships.,
sea snake,unit,,,,,,,,,0,,,50,16,Melee Attack,1.3,,3,9,,,,5,20,50,5.3,,Deadly sea snakes summoned by Anubis to defend this area. Strikes at the enemies of its master. Good against ships.,
serpent skirt,tech,,,,,,,200,15,,15,,,,,,,,,,,,,,,,,,
serpent,unit,,,,,,,,,0,,,60,16,Melee Attack,1.2," AbstractVillager:  O.10,  OxCart:  O.10",0.75,5,,,,15,10,99,4,,Deadly cobra summoned by Anubis to defend this area. Strikes at the enemies of its master. Good against human soldiers.,
servant,unit,,,,,,,125,12,2,15,,300,16,Melee Attack,1," MythUnit:  3.00,  Hero:  0.50",0.5,8,,,4,25,30,80,5.5,,"Myth unit. Can heal allied units, especially ships.",
settler,unit,,,,,50,,,,1,,,55,14,Ranged Attack,2,,12,,12,,,25,35,99,3.80 Eee,,,
shinigami,unit,,,,,,275,,25,3,15,,300,16,Charged Ranged Attack,3.3," MythUnit:  2.00,  Hero:  0.25",8,,,40,,35,50,80,4.8,,"Myth unit. An undead spirit that shoots lightning at enemies and respawns when defeated, becoming more powerful. Good against human soldiers.",
shinobi,unit,,,,,65,,90,,4,17,,100,16,Melee Attack,1.2," AbstractArcher:  2.50,  Building:  1.60",0.5,4,,,,10,60,99,5,,Infantry. Good against ranged soldiers and buildings.,
shogun (hero),unit,,,,,250,,250,10,0,,,450,16,Melee Attack,1.5, MythUnit:  3.00,1,20,,,,30,60,99,5.5,,Devastating Cavalry hero that summons Samurai as it deals damage. Good against everything.,
shorn one,unit,,,,,90,,45,,3,,,160,16,Melee Attack,1.3," AbstractInfantry:  3.00,  Building:  1.00",0.5,13,,,,35,20,99,4.30 ee,,,
siege bireme,unit,,,,,,100,50,,3,16,,250,24,Flame Attack,2, AbstractArcherShip:  2.00,21,,2,,4,10,60,10,4.8,,Siege ship. Good against arrow ships and buildings.,
siege crossbow,unit,,,,,,150,150,,3,33,,95,36,Wall Breaching,3,,,,40,,110,20,90,85,2.4,,"Long ranged siege weapon. Artillery decent against buildings, ships, and units.",
siege tower,unit,,,,,,200,100,,3,15,,400,20,Wall Breaching,3.5,,3,,,,220,5,90,85,2.9,,"Siege weapon. A rolling tower that can transport units, fire arrows and ram buildings.",
siren,unit,,,,,225,,,20,4,20 SS],,600,16,Melee Attack,1," MythUnit:  2.00,  Hero:  0.50",,36,,,,60,60,80,,,reach her.,
sky lantern,unit,,,,,,,,,0,,,5,25,,,,,,,,,15,30,80,3,,"Flying scout. Has no attack, but can only be attacked by ranged units.",
slinger,unit,,,,,,55,25,,2,13,,60,19,Ranged Attack,1, AbstractArcher:  3.00,17,,3,,,15,40,99,4,,Counter to ranged soldiers. Ranged soldier only good against other ranged soldiers.,
son of osiris (hero),unit,,,,,,,,,0,,,420,20,,,,,,,,,30,50,99,3.6,,Hero. A demigod Pharaoh with all the powers of a Pharaoh and the ability to fire chain lightning bolts.,
soul guide,unit,,,,,,300,50,25,4,21 SS Sy,,780,16,Melee Attack,1.7," MythUnit:  2.00,  Hero:  0.50",1,40,,,,60,60,80,,,Tlacanexquimilli by corrupting their enemies. Good against human soldiers.,
spearman,unit,,,,,50,,25,,2,12,,80,16,Melee Attack,1," AbstractCavalry:  1.50,  Building:  1.60",0.75,7,,,,40,15,99,5,,Counter cavalry. Infantry only good against cavalry.,
sphinx,unit,,,,,,,120,20,3,17,,300,16,Melee Attack,1.3," MythUnit:  3.00,  Hero:  0.50",1,15,,,9,45,60,80,5.3,,Myth unit. A fast unit that turns into a sand vortex to attack. Good against human soldiers and buildings.,
stymphalian bird,unit,,,,,,200,50,25,3,10,,400,17,Ranged Attack,1.8," MythUnit:  3.00,  Hero:  0.25",,,14,,,15,45,80,3.8,,Ranged myth unit. Attacks units from the air. Can only be attacked by ranged units. Good against human soldiers.,
taotie,unit,,,,,,,260,20,3,20,,650,18,Devour,2," MythUnit:  2.00,  Hero:  0.50",16,,,25,,55,50,80,4.8,,Myth unit that gains strength as it devours human soldiers with its special ability. Good against human soldiers.,
taowu,unit,,,,,275,,,28,4,20,,780,16,Melee Attack,2," MythUnit:  2.00,  Hero:  0.50",1.5,20,,,90,50,75,80,3.2,,Siege myth unit with high durability. Can charge to temporarily increase movement speed. Good against buildings.,
teixiptla (huitz),unit,,,,,,,,15,2,,,300,20,Melee Attack,3, MythUnit:  8.00,1.5,,,31.5,,25,50,99,5.30 —_,,,
teixiptla (Quetz),unit,,,,,,,,15,2,3 +,,200,20,,,,,,,,,25,50,99,,,,
teixiptla (tezca),unit,,,,,,,,15,2,15,,250,20,Melee Attack,2, MythUnit:  8.00,1,17.5,,,,25,50,99,,,,
tengu,unit,,,,,,200,,15,3,20,,600,16,Melee Attack,0.8," MythUnit:  3.00,  Hero:  0.50",0.5,16,,,,35,55,80,5.3,,"Myth unit. A winged swordsman who leaps into battle, boosting its stats. Good against human soldiers.",
tepoztli canoe,unit,,,,,,100,50,,3,16,,320,16,Melee Attack,1.42,,2,25,,,,30,10,50,,,* Close-combat ship. Good against siege ships.,
tequihua archer,unit,,,,,,60,20,,2,13 aS SS,,65,16,Ranged Attack,0.9, AbstractInfantry:  1.25,14,,5,,,15,15,99,4.50 EEE,,¢ Ranged soldier. Good against infantry.,
the argo (hero),unit,,,,,,200,,4,4,25,,480,20,Ranged Attack,2, MythUnit:  3.50,16,,16,,,25,40,15,6,,Trireme Hero. Good against myth units. Can transport units.,
theseus (hero),unit,,,,,100,50,,,2,5,,190,16,Melee Attack,1, MythUnit:  12.00,0.75,1.62,,,,35,40,99,4.3,,Hero. Good against myth units. Switches to a ranged attack to fight flying units. Collects Relics.,
throwing axeman,unit,,,,,,50,40,,2,15,,65,16,Ranged Attack,1.5, AbstractInfantry:  3.00,11,6,,,,30,15,99,4,,"Infantry, Ranged Soldier. Counter infantry only good against other infantry.",
tiger cavalry (dismounted),unit,,,,,,,,,2,,,45,16,Melee Attack,1," AbstractCavalry:  1.50,  Building:  1.60",1,7,,,,15,20,99,5,,Infantry. Dismounted Tiger Cavalry.,
tiger cavalry,unit,,,,,115,,50,,3,9,,170,16,Melee Attack,1.2," AbstractArcher:  1.50,  AbstractCavalry:  1.50",1,13,,,,25,35,99,5,,"Elite, heavily armored cavalry who dismounts and fights on when felled. Good against cavalry and ranged soldiers.",
titan atlantean,unit,,,,,,,,,10,,,28000,25,Melee Attack,3.5," MythUnit:  2.00,  Building:  6.00,  AbstractTitan:  20.00",2,70,,,70,60,80,80,3.75,,Myth unit. Powerful against all units and buildings.,
titan aztec,unit,,,,,,,,,10,,,30000,25,Melee Attack,3.5," MythUnit:  2.00,  Building:  6.00,  AbstractTitan:  20.00",2,80,,,80,60,80,80,3.75,,,
titan chinese,unit,,,,,,,,,10,,,28000,25,Melee Attack,3.5," MythUnit:  2.00,  Building:  6.00,  AbstractTitan:  20.00",2,70,,,70,60,80,80,3.75,,Myth unit. Powerful against all units and buildings.,
titan egyptian,unit,,,,,,,,,10,,,28000,25,Melee Attack,3.5," MythUnit:  2.00,  Building:  6.00,  AbstractTitan:  20.00",2,70,,,70,60,80,80,3.75,,Myth unit. Powerful against all units and buildings.,
titan greek,unit,,,,,,,,,10,,,28000,25,Melee Attack,3.5," MythUnit:  2.00,  Building:  6.00,  AbstractTitan:  20.00",2,70,,,70,60,80,80,3.75,,Myth unit. Powerful against all units and buildings.,
titan japanese,unit,,,,,,,,,10,,,28000,25,Melee Attack,3.5," MythUnit:  2.00,  Building:  6.00,  AbstractTitan:  20.00",2,70,,,70,60,80,80,3.75,,Myth unit. Powerful against all units and buildings.,
titan norse,unit,,,,,,,,,10,,,28000,25,Melee Attack,3.5," MythUnit:  2.00,  Building:  6.00,  AbstractTitan:  20.00",2,70,,,70,60,80,80,3.75,,Myth unit. Powerful against all units and buildings.,
tlacanexquimilli (Corrupted Ground),unit,,,,,100,,,8,,,,175,16,Melee Attack,1," MythUnit:  2.00,  Hero:  0.50",0.75,9,,,,30,40,80,,,,
tlacanexquimilli,unit,,,,,100,,,8,,,,175,16,Melee Attack,1," MythUnit:  2.00,  Hero:  0.50",0.75,9,,,,30,40,80,,,,
tlamanih spearman,unit,,,,,55,,15,,2,,,85,16,Melee Attack,1," AbstractCavalry:  3.50,  Building:  1.00",0.75,6,,,,40,10,99,4.80 a,,¢ Counter cavalry. Infantry only good against cavalry.,
toxotes,unit,,,,,,55,35,,2,15,,65,18,Ranged Attack,1.1, AbstractInfantry:  1.25,15,,6,,,15,15,99,4,,Ranged soldier. Good against infantry.,
transport ship atlantean,unit,,,,,,110,,,1,19,,180,14,,,,,,,,,40,80,5,5.3,,Transports units. Has no attack. Right-click to enter.,
transport ship aztec,unit,,,,,,110,,,1,19,,180,14,,,,,,,,,40,80,5,,,¢ Transports units. Has no attack. Right-click to enter.,
transport ship chinese,unit,,,,,,110,,,1,19,,180,14,,,,,,,,,40,80,5,5.3,,Transports units. Has no attack. Right-click to enter.,
transport ship egyptian,unit,,,,,,110,,,1,19,,180,14,,,,,,,,,40,80,5,5.3,,Transports units. Has no attack. Right-click to enter.,
transport ship greek,unit,,,,,,110,,,1,19,,180,14,,,,,,,,,40,80,5,5.3,,Transports units. Has no attack. Right-click to enter.,
transport ship japanese,unit,,,,,,110,,,1,19,,180,14,,,,,,,,,40,80,5,5.3,,Transports units. Has no attack. Right-click to enter.,
transport ship norse,unit,,,,,,110,,,1,19,,180,14,,,,,,,,,40,80,5,5.3,,Transports units. Has no attack. Right-click to enter.,
trireme,unit,,,,,,100,50,,3,16,,305,20,Ranged Attack,1.5,,15,,8,,,50,30,5,5.5,,Arrow ship. Good against close-combat ships. Can transport units.,
troll,unit,,,,,,160,,15,2,15,,250,16,Ranged Attack,1.5," MythUnit:  2.00,  Hero:  0.25",14,,18,,,50,50,80,3.5,,Myth unit. A slow but strong ranged unit who throws rocks. Good against human soldiers.,
tunkuluchu,unit,,,,,,,250,20,3,18 el,,850,20,Melee Attack,1.8," MythUnit:  2.00,  Hero:  0.50",1,60,,,,65,60,80,,,against human soldiers.,
turma (hero),unit,,,,,,80,70,2,2,,,95,18,Ranged Attack,1.8," AbstractArcher:  4.00,  MythUnit:  8.00",14,,6.5,,,15,40,99,5.3,,"Ranged Soldier, Cavalry, Hero. Mounted javelineer hero only good against other ranged soldiers and myth units.",
